FACTOR	PEARSON	TC	FOS	PWM	HMMD	HMMD_BC	HMMD_BCN	BOYLE	NEPH	CUELLAR	PIQUE	DNASE2TF	FLR	PIQ	WELLINGTON
RXRA	0.636988899452415	0.759716534737	0.244526305201	0.118919499733	0.903508516132	0.921159415165	0.914465905522	0.858314178832	0.856328259453	0.659876507076	0.762153438182	0.884490155238	0.833854492435	0.859502815691	0.857442984226
SIX5	0.602787895527777	0.763175683395	0.286655902558	0.424850158478	0.87596586472	0.896522133486	0.889263136848	0.835507729391	0.834228218661	0.700378909534	0.756095974205	0.857804049244	0.813007497734	0.460431538388	0.836321198397
SP1	0.131617161716172	0.664318315714	0.133824977002	0.215679557331	0.849014141745	0.884393179895	0.876075359864	0.775019165281	0.768995220422	0.659498572258	0.727455044496	0.812558277818	0.750580910581	0.781078820742	0.77822116954
SP2	0.130400996129227	0.752614322018	0.140227558278	0.248535605638	0.918178285892	0.944171866488	0.940628041535	0.849216047379	0.858261742262	0.747325440346	0.624296905246	0.895680379732	0.780382805937	0.867874930924	0.862581442781
SP4	0.102898907286025	0.638378237852	0.223665313783	0.162451976932	0.790854485018	0.701175341794	0.84721636022	0.731082274776	0.74928413149	0.820325183951	0.862254520272	0.819608473668	0.718834493967	0.751251280538	0.779927539088
SRF	0.559997840125715	0.445520304266	0.206087837836	0.391906902635	0.573770971525	0.610893087276	0.59741188707	0.520802377705	0.520782742083	0.705933978765	0.47609977642	0.549449435073	0.499824963484	0.522823740312	0.521723110905
TCF12	0.627312140966792	0.59031356028	0.128892432953	0.0783359647871	0.767144885235	0.805746500078	0.792240189616	0.689670123334	0.68735507434	0.588908053201	0.545518160927	0.725334531883	0.656397529172	0.691801214289	0.690133824089
USF1	0.638321747142829	0.418875834597	0.227686832552	0.254203961288	0.552465859233	0.585630307708	0.572406363273	0.493479715671	0.493511626998	0.505644555711	0.483628288314	0.524664836851	0.481916099466	0.495181031257	0.494302056023
USF2	0.611240957821407	0.75332628309	0.350645913965	0.284733681118	0.869872834952	0.888660480765	0.881454578818	0.826658646826	0.826466243453	0.787500472775	0.810580992863	0.85079697293	0.803071574116	0.829279895982	0.827860194166
YY1	0.432303824213149	0.721855088852	0.286133900669	0.429846374823	0.81760464278	0.834826335098	0.82827507025	0.7824592957	0.782318279851	0.786660018612	0.768617304183	0.802234728974	0.763569099586	0.784706155483	0.783489100681
ZNF143	0.564337512811755	0.762041080056	0.211875799363	0.289908004073	0.876339127523	0.895258035579	0.888615689128	0.837060133069	0.836141887719	0.644111480762	0.76435634419	0.858870898047	0.821445136476	0.480206410001	0.83795889769
