FACTOR	PEARSON	TC	FOS	PWM	HMMD	HMMD_BC	HMMD_BCN
RFX5	0.933758480067	0.25415238807	0.051893255732	0.0447948166818	0.503483844978	0.526668839929	0.523638641305
SIX5	0.860544873258	0.343360225417	0.0533736053157	0.0977716637725	0.702869672338	0.724848909198	0.720103580824
SMC3	0.312512579714	0.137348099546	0.457078660245	0.25527290565	0.742383663726	0.794989049055	0.800104792994
SP1	0.616626462115	0.580068233652	0.256527308608	0.0803409979947	0.897103537971	0.91744211149	0.911017482472
SP2	0.52729910738	0.6584735374	0.202581416885	0.117398656494	0.906474149679	0.923886191824	0.915918347219
SRF	0.798682081359	0.222002103438	0.0166472127491	0.0470144137377	0.52366024943	0.527886867284	0.531102392652
STAT1	0.88937809234	0.407147743807	0.0204892995828	0.00870872317669	0.717330725277	0.761058382556	0.748201501238
STAT2	0.815539170494	0.193543226397	0.01755174006	0.0748462203355	0.516443220673	0.535449967632	0.535853950204
STAT5A	0.841167575964	0.315427544619	0.0717470478492	0.00204881571107	0.718517534381	0.755964523944	0.752142806896
TAL1	0.434047420819	0.272499917507	0.0160799363763	0.0220250292765	0.69191498073	0.727289271715	0.724906412944
THAP1	0.826501314675	0.352427553111	0.0184842470693	0.00433787914563	0.666197088723	0.724891672676	0.721756721399
TR4	0.784075837973	0.26718960485	0.0503292920222	0.111951102006	0.601526249813	0.644108526044	0.638787934067
USF1	0.475686665311	0.12914844232	0.03762356476	0.0128634446487	0.374905739625	0.385813704897	0.384078040007
USF2	0.266383809419	0.293723014154	0.11155499331	0.0132912568497	0.64163900292	0.686519431432	0.681120842222
YY1	0.921995229724	0.312443659018	0.0279462044221	0.0869824747037	0.613227023728	0.651152949244	0.641598565057
ZBTB33	0.296810180202	0.396135022646	0.239936936553	0.14059013777	0.620772056308	0.644288427125	0.63361470654
ZBTB7A	0.785072235819	0.150254308505	0.0178708922357	0.000998754856281	0.493622488264	0.502617881672	0.497907894563
ZNF143	0.880712259021	0.241524543994	0.0406842773438	0.0627707059913	0.646158427743	0.660177396588	0.660126322896
ZNF263	0.907998758355	0.0544501605465	0.00941451214813	0.024932116821	0.267588629365	0.277229855605	0.275634497649
