FACTOR	PEARSON	TC	FOS	PWM	HMMD	HMMD_BC	HMMD_BCN	BOYLE	NEPH	CUELLAR	PIQUE	DNASE2TF	FLR	PIQ	WELLINGTON
JUN	0.70375016811	0.906951893465	0.282297722465	0.127591671389	0.965316966105	0.972113674342	0.969901082941	0.950604439647	0.95242385663	0.717356178047	0.915673763444	0.959936164911	0.929348128859	0.953435215874	0.951849768528
JUND	0.744622666669	0.75175160105	0.0963655369626	0.13413925556	0.870636708684	0.891880828957	0.884614794507	0.830563284018	0.835298746386	0.700106683076	0.81160881851	0.854012627107	0.802060041305	0.834074743778	0.832145756246
MAFF	0.627273230589	0.315437608144	0.0913345856928	0.366933301979	0.399903082995	0.421778143956	0.412981467555	0.364174642672	0.365212799512	0.498380661802	0.306321290739	0.383133196333	0.354155954049	0.365602032318	0.364839041225
MAFK	0.607781675024	0.37104244601	0.117940507633	0.323166204688	0.455147083087	0.47491875658	0.466917339091	0.420785825236	0.421987191045	0.494736539551	0.360582064938	0.439162771623	0.409607085493	0.422416999282	0.421536560529
MAX	0.45307600016	0.890494997711	0.0972550711052	0.0581513213356	0.954868267428	0.959005972995	0.957277609345	0.938158357215	0.93905268089	0.769014373657	0.873213074331	0.948549524296	0.914145007967	0.941069054444	0.939394586773
MEF2A	0.817226869474	0.867350782477	0.152801134206	0.357364652927	0.926499425594	0.935338315123	0.932351328279	0.909419260145	0.911212038488	0.843859124263	0.886626195165	0.919663431054	0.898413340744	0.911740086759	0.910423483599
MYC	0.266216093732	0.96796056669	0.0698167488715	0.0804744100542	0.994395568644	0.995864769551	0.995679877893	0.990840477075	0.990910531879	0.950566072304	0.979439113021	0.994289156041	0.971005602039	0.993331807632	0.991781217126
NFE2	0.563238926177	0.865348257343	0.270349160678	0.63611224389	0.959350503815	0.965848469222	0.963826006029	0.935322205156	0.939012417121	0.876786110202	0.908981968621	0.951158447259	0.903923381128	0.938416503548	0.93747637519
NFYA	0.4442794763	0.79825832316	0.206607292451	0.204374898721	0.867061368657	0.875505202682	0.87283035218	0.84750511055	0.846792920603	0.790245968923	0.821170073419	0.860664775938	0.835296489554	0.850900074761	0.849339488308
NFYB	0.39409043756	0.561392455054	0.101274138115	0.372782810277	0.648581262831	0.657629749606	0.653566218475	0.618496204401	0.617847587337	0.60202654822	0.571668429837	0.635980070533	0.62319837702	0.621013389642	0.619694603346
NR2F2	0.592578609471	0.787016316486	0.0626110913869	0.0749745276137	0.888447814414	0.90190804971	0.896718357023	0.856357508938	0.863170552939	0.542126720135	0.816518803937	0.875117618127	0.827669344591	0.858246835033	0.858001403816
NRF1	0.358511386411	0.687318175834	0.515641056766	0.435844799319	0.60840266569	0.897232983277	0.887888871258	0.788590039991	0.870225872879	0.688997756398	0.760573787569	0.852939423322	0.780127499547	0.819321787771	0.828047446642
PU1	0.560204927134	0.497550311434	0.0655608362136	0.361589759126	0.620612883535	0.643628474513	0.634201566377	0.572377659539	0.578418270519	0.571194669335	0.444132355409	0.598867560113	0.548822607197	0.574896356862	0.573477885447
RAD21	0.146943213521	0.71800343064	0.261391140693	0.548297470906	0.914667736138	0.819521067129	0.928572069762	0.857789101017	0.87908487352	0.738985012056	0.833781081435	0.899493555686	0.831530111665	0.865252104898	0.867478578492
REST	0.610249613624	0.433592633678	0.176369973514	0.62302801007	0.555211420491	0.581273360098	0.571436229116	0.508530289206	0.506807982654	0.535790265707	0.396992271524	0.534067474603	0.8	0.534658638899	0.508974940765
RFX5	0.5817831067	0.695808760906	0.0842836946965	0.308731435246	0.780804216658	0.795962105413	0.790790130345	0.752028237069	0.756962248495	0.704756552451	0.721877471181	0.769744782016	0.72923027808	0.755444279486	0.753900227946
SIX5	0.631474006345	0.89780660569	0.0855277885006	0.411617076619	0.958050173926	0.966415016421	0.963789943933	0.941137994575	0.941229719576	0.793890626591	0.902244869897	0.952011137638	0.91878925046	0.501507108733	0.942439237777
SMC3	0.162677324475	0.788882049644	0.25093532876	0.547877176264	0.951640891452	0.957299896084	0.956567896796	0.909744249173	0.917406247228	0.799065914963	0.882565110047	0.938589165021	0.877471247445	0.915703780133	0.915398174884
SP1	0.431213014296	0.900469305814	0.10726571369	0.24192368619	0.931578407082	0.979070540928	0.976000494344	0.957750609521	0.966817618583	0.891656087615	0.900521879368	0.973259960997	0.920794286982	0.969585834452	0.964592833062
SP2	0.632100986497	0.900821048426	0.0927292890771	0.271899965688	0.882820018264	0.982808379854	0.979743506575	0.954947280588	0.965411665557	0.889876602353	0.945042884674	0.975377207873	0.918421107125	0.970536153732	0.961977293912
SRF	0.736995307761	0.718714573748	0.0642364778377	0.309186953324	0.819515788179	0.840688638567	0.833205229642	0.784090877913	0.78697926462	0.767780635519	0.747714605339	0.803867576871	0.769547832502	0.786838138078	0.785339342429
STAT1	0.530256300528	0.874539785483	0.201554632683	0.146846871425	0.936169768019	0.942009879525	0.94004328199	0.918212687261	0.919137730984	0.718250684317	0.892536409302	0.929188412073	0.895447986022	0.920844866337	0.919279990042
STAT2	0.85211703434	0.783281947851	0.181617023764	0.476823989539	0.875921781454	0.893656933709	0.887874512221	0.845408536438	0.846297838451	0.837746353554	0.805333174624	0.863020684795	0.831001374821	0.846368654117	0.846656884124
STAT5A	0.639081002969	0.822556805154	0.224812172676	0.104010234139	0.906436306244	0.918222961097	0.914013986527	0.882051722269	0.892714754517	0.78507372184	0.848618003069	0.896516831857	0.861376937182	0.885497986102	0.884027913979
TAL1	0.655570417059	0.807724548558	0.131579849544	0.243057576547	0.906756733265	0.920062892005	0.915298678141	0.876170286955	0.884947011386	0.670678478829	0.831708959596	0.89420741619	0.85058854943	0.879672686322	0.877762973339
THAP1	0.676301280561	0.916581505976	0.0145434162108	0.0680162109137	0.95557555572	0.960209212676	0.9597878542	0.949174122585	0.949579810915	0.857871207554	0.934328134748	0.956405511967	0.925831118237	0.952838741819	0.950710919798
TR4	0.679182194593	0.826836718871	0.111374437596	0.541676012377	0.90088757175	0.914993749877	0.911307362962	0.881357079029	0.882570133875	0.839685661311	0.863370336461	0.895966940936	0.856010080074	0.875763963851	0.883808426992
USF1	0.587444376029	0.70741829618	0.167056385248	0.269357417009	0.822100519955	0.84182207941	0.834089635807	0.780360807001	0.780984932442	0.699126161817	0.701948551253	0.803837551191	0.762211528881	0.783402987414	0.78177620705
USF2	0.526198069526	0.928295517474	0.280143829974	0.293562808976	0.974624128569	0.978519749463	0.977465791477	0.964686585021	0.964464957365	0.908262238682	0.942221639612	0.971814916977	0.947313188294	0.967439460554	0.965972531512
YY1	0.720753283229	0.920581261427	0.152258263984	0.541752515775	0.956921269508	0.961820474676	0.960128109174	0.946517067075	0.946107095261	0.921341805893	0.924058236643	0.95283684878	0.932807704243	0.948109628634	0.9471736829
ZBTB33	0.469969486229	0.48412789655	0.170100016445	0.238177961428	0.595183919134	0.633352320519	0.625641406358	0.56179196014	0.588146194988	0.50373895886	0.546599974621	0.592154798728	0.563215053855	0.568778041808	0.573016681341
ZBTB7A	0.905862807171	0.872203200136	0.0197110145797	0.0254316093442	0.952449365869	0.992637736609	0.959953186433	0.932144108434	0.931444979593	0.69064115997	0.915785616182	0.945371363646	0.76181900668	0.935992097991	0.933611338353
ZNF143	0.661591891414	0.852188157294	0.0602052693745	0.298261686108	0.920507168809	0.931797204478	0.927923909675	0.900481149259	0.900472565219	0.686002044262	0.858988872348	0.912393388926	0.877458500516	0.493671419704	0.901531827964
ZNF263	0.828219568556	0.494047558947	0.0886855974831	0.258814144583	0.632129409855	0.669654700147	0.656479913261	0.578272951881	0.57941893358	0.49491567428	0.555843704405	0.609077031489	0.556805035346	0.581723029774	0.580236462021
