MAFK	0.64867606711	0.021932144388	0.3064	0.2112	0.1884	0.294	0.6129	0.5176	0.4949	0.6004	0.4224	0.3996	0.5051	0.3769	0.4824
MAX	0.833882366455	0.010135594231	0.2368	0.264	0.2912	0.2081	0.4735	0.5008	0.528	0.4448	0.528	0.5552	0.472	0.5824	0.4992
MEF2A	0.628077659486	0.004511513728	0.3286	0.2093	0.2031	0.2589	0.6573	0.5379	0.5318	0.5876	0.4186	0.4124	0.4682	0.4063	0.4621
MYC	0.719320467948	0.002193225418	0.1846	0.3161	0.2957	0.2035	0.3692	0.5007	0.4804	0.3881	0.6322	0.6119	0.5196	0.5915	0.4993
NFE2	0.516392377121	0.008258291699	0.2786	0.2402	0.2317	0.2495	0.5572	0.5188	0.5103	0.5281	0.4805	0.4719	0.4897	0.4634	0.4812
NFYA	0.795351519686	0.020183433758	0.1886	0.2699	0.285	0.2565	0.3772	0.4585	0.4736	0.4451	0.5398	0.5549	0.5264	0.57	0.5415
NFYB	0.899423995068	0.030103314992	0.2767	0.2692	0.2557	0.1984	0.5534	0.5459	0.5324	0.4751	0.5384	0.5249	0.4676	0.5114	0.4541
NR2F2	0.876712177165	0.013139161621	0.2816	0.2217	0.2877	0.209	0.5631	0.5033	0.5693	0.4905	0.4435	0.5095	0.4307	0.5755	0.4967
NRF1	0.0716841487793	-0.194628020505	0.1408	0.3649	0.3608	0.1335	0.2816	0.5057	0.5016	0.2743	0.7298	0.7257	0.4984	0.7216	0.4943
PU1	0.484821088307	0.017798209334	0.3249	0.1679	0.3228	0.1843	0.6498	0.4929	0.6478	0.5092	0.3359	0.4908	0.3522	0.6457	0.5071
RAD21	0.303927816463	0.016350139022	0.2423	0.2625	0.2778	0.2174	0.4846	0.5048	0.5201	0.4597	0.5251	0.5403	0.4799	0.5556	0.4952
REST	0.892604542152	0.047320275061	0.2419	0.2945	0.2765	0.1871	0.4838	0.5365	0.5184	0.429	0.5891	0.571	0.4816	0.5529	0.4635
RFX5	0.933758480067	0.027848200256	0.2344	0.3022	0.2398	0.2236	0.4687	0.5366	0.4742	0.458	0.6044	0.542	0.5258	0.4797	0.4634
SIX5	0.860544873258	0.011725547752	0.2234	0.3391	0.2441	0.1933	0.4469	0.5626	0.4675	0.4168	0.6783	0.5832	0.5325	0.4881	0.4374
SMC3	0.312512579714	0.013155882138	0.2285	0.2756	0.2937	0.2022	0.4571	0.5041	0.5222	0.4308	0.5511	0.5692	0.4778	0.5873	0.4959
SP1	0.616626462115	0.005349149236	0.1299	0.4494	0.2483	0.1723	0.2599	0.5794	0.3783	0.3022	0.8989	0.6978	0.6217	0.4967	0.4206
SP2	0.52729910738	0.006700297384	0.1301	0.4378	0.2621	0.17	0.2603	0.5679	0.3922	0.3001	0.8756	0.6999	0.6078	0.5241	0.4321
SRF	0.798682081359	0.018108696911	0.2738	0.2357	0.2379	0.2527	0.5476	0.5095	0.5116	0.5265	0.4714	0.4735	0.4884	0.4757	0.4905
STAT1	0.88937809234	0.007511771391	0.2694	0.2259	0.2454	0.2593	0.5388	0.4953	0.5148	0.5287	0.4518	0.4713	0.4852	0.4907	0.5047
STAT2	0.815539170494	0.016896391804	0.1944	0.2548	0.1848	0.3659	0.3889	0.4492	0.3793	0.5603	0.5096	0.4397	0.6207	0.3697	0.5508
STAT5A	0.841167575964	0.009054491772	0.2678	0.2364	0.2252	0.2706	0.5356	0.5042	0.4931	0.5384	0.4728	0.4616	0.5069	0.4505	0.4958
TAL1	0.434047420819	0.006142936341	0.2555	0.257	0.1992	0.2883	0.511	0.5125	0.4547	0.5438	0.514	0.4562	0.5453	0.3984	0.4875
THAP1	0.826501314675	0.010330045832	0.158	0.3694	0.2936	0.179	0.316	0.5274	0.4516	0.337	0.7388	0.663	0.5484	0.5873	0.4726
TR4	0.784075837973	0.014886909712	0.2078	0.2255	0.4019	0.1648	0.4156	0.4333	0.6097	0.3726	0.451	0.6274	0.3903	0.8038	0.5667
USF1	0.475686665311	0.016041667428	0.2302	0.2747	0.2653	0.2298	0.4605	0.505	0.4955	0.46	0.5494	0.54	0.5045	0.5305	0.495
USF2	0.266383809419	0.003214397419	0.2033	0.2946	0.2936	0.2086	0.4065	0.4978	0.4969	0.4118	0.5891	0.5882	0.5031	0.5872	0.5022
YY1	0.921995229724	0.009139346439	0.2161	0.2844	0.3236	0.1759	0.4322	0.5005	0.5397	0.392	0.5689	0.608	0.4603	0.6472	0.4995
ZBTB33	0.296810180202	0.014782008102	0.2013	0.2878	0.2798	0.2311	0.4026	0.4891	0.4811	0.4324	0.5756	0.5676	0.5189	0.5596	0.5109
ZBTB7A	0.785072235819	0.016295225411	0.1884	0.4227	0.2416	0.1473	0.3768	0.6111	0.43	0.3357	0.8454	0.6643	0.57	0.4832	0.3889
ZNF143	0.880712259021	0.014922492998	0.2123	0.344	0.2321	0.2116	0.4246	0.5563	0.4444	0.4239	0.6879	0.5761	0.5556	0.4643	0.4437
ZNF263	0.907998758355	0.027472534458	0.3032	0.0758	0.5648	0.0561	0.6065	0.3791	0.8681	0.3593	0.1516	0.6407	0.1319	1.1297	0.6209
